feature_name,importance
C;4;2;2;0;0-C;4;2;1;1;1-8.5,0.0011114506027451608
C;4;3;0;0;0-S;6;4;0;0;0-10.0,0.0011107404227743791
O;2;1;0;0;0-O;2;1;1;0;0-3.5,0.0011086665352057828
C;4;1;3;0;0-C;4;3;0;1;1-8.5,0.001102594622290188
C;4;2;1;1;1-C;4;2;1;1;1-10.0,0.0010959668835042115
C;4;2;2;0;0-C;4;2;1;1;1-5.5,0.001092435008668414
VSA_EState7,0.0010918997285411076
C;4;2;1;1;1-C;4;2;1;1;1-7.5,0.0010915276063268823
C;4;1;3;0;0-C;4;2;2;0;1-9.5,0.001082037182351253
qed,0.0010730851110008954
C;4;1;3;0;0-C;4;2;1;1;1-4.5,0.0010697757383464422
N;3;2;1;0;0-C;4;2;1;1;1-9.5,0.001060303522031184
NumRotatableBonds,0.0010573086692181827
C;4;3;1;0;0-N;3;2;1;0;0-7.5,0.0010538775388684567
SlogP_VSA6,0.0010495295341659985
FpDensityMorgan2,0.0010410347913538385
N;3;2;1;0;0-S;6;4;0;0;0-6.5,0.001036446877113656
SMR_VSA5,0.0010271303271686403
NumHDonors,0.0010257254091437802
C;4;3;1;0;0-S;6;4;0;0;0-7.5,0.0010223507924461595
N;3;2;1;0;0-C;4;3;0;0;1-9.5,0.0010188106653887731
C;4;3;1;0;0-C;4;2;1;1;1-7.5,0.0010150263213474515
N;3;2;1;0;0-C;4;2;1;1;1-10.0,0.0010125779494331063
FpDensityMorgan3,0.0010087684563854944
FpDensityMorgan1,0.0009998999817373464
C;4;2;1;1;1-C;4;3;0;1;1-7.5,0.000998744236242767
VSA_EState3,0.000995011515582289
VSA_EState2,0.000992650333446858
C;4;2;2;0;1-S;6;4;0;0;0-9.5,0.0009852744359802898
C;4;2;1;1;1-C;4;3;0;1;1-8.5,0.0009824066935767634
C;4;3;1;0;0-C;4;2;2;0;1-7.5,0.0009811749907450422
N;3;2;1;0;0-C;4;2;2;0;0-9.5,0.0009809469433461988
C;4;3;1;0;0-C;4;2;2;0;1-8.5,0.0009782145771425478
C;4;1;3;0;0-C;4;2;2;0;1-4.5,0.0009770317021493037
C;5;3;0;0;0-O;2;1;1;0;0-3.5,0.0009727728947119989
C;4;1;3;0;0-C;4;3;0;1;1-10.0,0.0009669707737336018
C;4;1;3;0;0-C;4;3;0;1;1-6.5,0.0009668305762135835
C;4;2;1;1;1-C;4;3;0;0;1-7.5,0.0009649278347046729
O;2;1;0;0;0-C;4;3;0;1;1-6.5,0.0009625083434366215
N;3;2;1;0;0-C;4;2;2;0;1-8.5,0.0009602908844091623
O;2;1;0;0;0-C;4;3;0;0;1-10.0,0.0009578500786399248
C;4;3;1;0;0-C;4;2;2;0;0-8.5,0.0009497766527106339
C;4;2;2;0;0-S;6;4;0;0;0-5.5,0.0009428327250181142
SMR_VSA6,0.0009402228564779143
C;4;3;0;0;0-C;4;2;2;0;1-7.5,0.0009393803654516468
C;5;3;0;0;0-S;6;4;0;0;0-9.5,0.0009378760145090691
VSA_EState8,0.0009377022115560937
O;2;1;0;0;0-C;4;2;2;0;0-9.5,0.0009370776199571925
N;3;2;1;0;0-C;4;2;2;0;0-8.5,0.0009327282214059992
C;4;1;3;0;0-C;4;2;1;1;1-9.5,0.0009320089074324275
C;4;3;0;0;0-C;4;2;2;0;0-9.5,0.0009317539858936396
N;3;2;1;0;0-C;4;2;1;1;1-6.5,0.0009316808793153792
C;4;2;1;1;1-C;4;3;0;1;1-5.5,0.0009309948960081628
MinAbsEStateIndex,0.0009300508969230784
C;4;3;1;0;0-C;4;2;2;0;1-9.5,0.0009288380881577428
C;4;2;2;0;0-S;6;4;0;0;0-8.5,0.0009277326222971045
C;4;2;2;0;0-C;4;3;0;1;1-6.5,0.0009175433848563462
C;4;2;1;1;1-C;4;2;1;1;1-6.5,0.0009105745597300097
C;4;1;3;0;0-C;4;2;2;0;1-7.5,0.000910013329760395
C;4;1;3;0;0-C;4;2;1;1;1-5.5,0.0009050617871759943
O;2;1;0;0;0-C;4;3;0;0;1-9.5,0.0008992716534558634
C;4;3;1;0;0-C;4;3;0;1;1-6.5,0.0008889053196067208
O;2;1;0;0;0-C;4;2;2;0;1-9.5,0.0008870406640359071
O;2;1;0;0;0-S;6;4;0;0;0-8.5,0.0008853292139323827
O;2;1;0;0;0-C;4;3;1;0;0-4.5,0.0008785207309711791
C;4;3;0;0;0-C;4;2;2;0;1-9.5,0.0008782063750241244
SlogP_VSA3,0.0008745756333414926
C;4;3;0;0;0-C;4;3;0;0;1-8.5,0.0008744915820369178
C;4;2;2;0;0-C;4;3;0;0;1-8.5,0.0008726321981053202
C;4;3;1;0;0-C;4;3;0;0;1-7.5,0.0008607514865175694
C;5;3;0;0;0-C;4;3;0;1;1-9.5,0.0008600149764476258
C;4;2;2;0;0-C;4;2;2;0;1-8.5,0.0008506566317203749
C;4;1;3;0;0-S;6;4;0;0;0-6.5,0.000850331041610109
C;4;2;1;1;1-C;4;3;0;1;1-6.5,0.0008395244016822103
C;4;3;1;0;0-C;4;3;0;1;1-7.5,0.0008372276169124806
C;4;3;0;0;0-C;4;1;3;0;0-10.0,0.0008359311172942024
N;3;2;1;1;1-C;4;3;0;0;1-8.5,0.0008350147274039831
C;4;2;2;0;0-C;4;2;2;0;1-9.5,0.0008335558763457161
C;4;3;1;0;0-C;4;2;2;0;0-9.5,0.0008296368764038245
C;4;3;0;0;0-S;6;4;0;0;0-8.5,0.0008287521325791498
O;2;1;0;0;0-C;4;2;1;1;1-4.5,0.0008253875670250901
C;4;1;3;0;0-C;4;2;1;1;1-7.5,0.0008127712678379653
C;4;2;2;0;0-C;4;3;0;0;1-10.0,0.0008064102936456019
SlogP_VSA1,0.0008042874480279286
C;4;2;1;1;1-C;4;2;2;0;0-6.5,0.0008020680268240217
C;4;2;1;1;1-S;6;4;0;0;0-10.0,0.0007942083867095976
C;4;2;2;0;0-C;4;3;0;1;1-5.5,0.000793600977866776
O;2;1;0;0;0-S;6;4;0;0;0-5.5,0.0007935517671238174
C;4;2;2;0;0-S;6;4;0;0;0-9.5,0.0007829669634138945
C;4;1;3;0;0-C;4;2;1;1;1-8.5,0.0007773750560272635
C;4;3;1;0;0-S;6;4;0;0;0-5.5,0.0007735168923413285
C;4;2;1;1;1-C;4;2;2;0;0-7.5,0.0007720965914180105
C;4;2;2;0;0-C;4;2;2;0;0-9.5,0.0007717339931233184
O;2;1;0;0;0-C;4;2;2;0;0-8.5,0.0007702171540809499
C;4;3;0;0;0-C;4;2;2;0;0-8.5,0.000768185974522841
NumAromaticCarbocycles,0.0007679595152387149
C;4;3;1;0;0-C;4;2;2;0;0-10.0,0.0007648154791215348
C;4;3;1;0;0-C;4;2;1;1;1-10.0,0.0007577928018412354
C;4;2;1;1;1-C;4;2;2;0;0-10.0,0.0007531057610977486
N;3;2;1;0;0-C;4;2;2;0;1-7.5,0.0007515640928857097
NumHAcceptors,0.0007504495114554173
C;4;2;1;1;1-C;4;2;2;0;1-8.5,0.0007498907391671175
C;4;2;1;1;1-C;4;3;0;0;1-8.5,0.0007463753506170929
C;4;3;1;0;0-N;3;2;1;0;0-10.0,0.0007406327444925418
N;3;2;1;0;0-S;6;4;0;0;0-9.5,0.0007370930378458403
N;3;2;1;0;0-O;2;1;1;0;0-9.5,0.0007336074542719633
C;4;3;1;0;0-S;6;4;0;0;0-8.5,0.0007313664309656938
C;5;3;0;0;0-C;4;2;1;1;1-10.0,0.0007312312140634526
HallKierAlpha,0.0007308155005732526
C;4;3;1;0;0-C;4;3;0;0;1-8.5,0.0007267790042002199
C;4;3;1;0;0-C;4;2;2;0;0-6.5,0.0007231200424774976
O;2;1;0;0;0-O;2;1;0;0;0-10.0,0.0007226171303307586
O;2;1;0;0;0-C;4;2;2;0;1-7.5,0.0007218152130480674
C;4;3;1;0;0-N;3;2;1;0;0-8.5,0.0007206696766638532
C;4;2;2;0;0-C;4;2;1;1;1-6.5,0.0007183409553447049
C;4;3;0;0;0-C;5;3;0;0;0-10.0,0.000717548170644043
O;2;1;0;0;0-C;4;2;2;0;0-10.0,0.0007139847623908517
C;4;3;1;0;0-C;4;3;0;1;1-5.5,0.0007132243448589437
C;4;1;3;0;0-C;4;3;0;0;1-6.5,0.0007127672454986862
N;3;2;1;0;0-S;6;4;0;0;0-4.5,0.0007111146661920328
O;2;1;0;0;0-C;4;2;2;0;1-6.5,0.0007084198442504361
C;4;1;3;0;0-S;6;4;0;0;0-8.5,0.0007044892365500651
C;4;1;3;0;0-C;4;3;0;1;1-7.5,0.0007043053591086138
SlogP_VSA7,0.0006996780410099355
C;4;3;0;0;0-S;6;4;0;0;0-7.5,0.0006984001318017997
SMR_VSA10,0.0006970804168751106
C;4;1;3;0;0-C;4;3;0;0;1-7.5,0.0006920797989770437
C;4;3;0;0;0-C;4;2;2;0;0-10.0,0.0006910991311330807
C;4;3;1;0;0-C;4;3;0;0;1-9.5,0.0006883147679143967
C;4;3;1;0;0-C;4;3;0;0;1-10.0,0.0006876557874730812
C;4;1;3;0;0-C;4;2;2;0;1-5.5,0.0006868429120028603
C;4;2;1;1;1-C;4;2;2;0;0-4.5,0.0006857573244085549
C;4;2;2;0;0-O;2;1;0;0;0-9.5,0.0006847290368739885
C;4;3;0;0;0-C;4;3;0;1;1-7.5,0.0006836374037933122
C;4;3;0;0;0-C;4;2;1;1;1-10.0,0.0006810324684634381
C;4;1;3;0;0-C;4;2;1;1;1-6.5,0.0006781585985041228
C;4;3;1;0;0-O;2;1;0;0;0-10.0,0.0006780039345469248
N;3;2;1;0;0-S;6;4;0;0;0-10.0,0.000674647223868342
C;4;2;1;1;1-N;4;2;2;0;0-6.5,0.0006730855960831162
C;5;3;0;0;0-C;4;1;3;0;0-5.5,0.0006724055495932042
O;2;1;0;0;0-N;3;2;0;1;1-10.0,0.0006706024387118467
C;4;2;2;0;0-C;4;2;2;0;1-7.5,0.0006694390164479088
O;2;1;0;0;0-C;4;3;0;0;1-8.5,0.0006685817957431724
VSA_EState9,0.0006652082989892317
C;4;2;1;1;1-C;4;3;0;0;1-9.5,0.0006636827702001281
C;4;3;0;1;1-C;4;3;0;1;1-9.5,0.000663116239566067
O;2;1;0;0;0-O;2;1;0;0;0-5.5,0.0006613154887260085
C;4;2;1;1;1-C;4;2;2;0;0-9.5,0.0006609865099557776
O;2;1;0;0;0-O;2;1;0;0;0-9.5,0.0006577795231994349
C;4;2;2;0;0-O;2;1;0;0;0-10.0,0.0006570483890305974
C;4;3;1;0;0-O;2;1;0;0;0-9.5,0.0006566566157423757
N;3;2;1;0;0-C;4;3;1;0;1-8.5,0.0006550890821351768
C;4;3;0;0;0-C;4;3;1;0;1-9.5,0.0006545965834157821
C;4;3;1;0;0-O;2;1;0;0;0-8.5,0.000651379302200824
C;4;2;2;0;0-C;4;3;0;0;1-6.5,0.0006510151186187584
C;4;2;1;1;1-C;4;2;2;0;0-8.5,0.0006506713037315569
C;4;2;2;0;0-C;4;2;2;0;0-8.5,0.0006492093026726785
N;3;2;1;0;0-C;4;3;0;0;1-7.5,0.0006479532438638604
O;2;1;0;0;0-C;4;1;3;0;0-4.5,0.0006475715178248212
O;2;1;0;0;0-S;6;4;0;0;0-9.5,0.0006468104032186034
N;3;2;1;0;0-C;4;2;2;0;1-6.5,0.0006421518176625978
N;3;2;1;0;0-C;4;3;0;1;1-5.5,0.0006391912276576907
C;4;3;0;0;0-O;2;1;0;0;0-7.5,0.0006384834070347351
C;4;3;1;0;0-C;4;2;2;0;1-4.5,0.0006353927294735493
N;3;2;1;0;0-O;2;1;0;0;0-8.5,0.0006329898964350752
C;4;3;0;1;1-C;4;3;0;0;1-8.5,0.0006329112290090795
C;4;2;2;0;0-C;4;2;2;0;1-6.5,0.0006319850274503483
N;3;2;1;0;0-C;4;2;1;1;1-5.5,0.0006304722500314058
C;4;3;0;0;0-C;4;2;1;1;1-7.5,0.0006296789868383663
NumAliphaticCarbocycles,0.0006262143305737638
O;2;1;0;0;0-C;4;2;2;0;1-5.5,0.0006243190453130982
O;2;1;0;0;0-O;2;1;0;0;0-8.5,0.0006242334953251424
EState_VSA10,0.0006225395793509493
C;4;3;1;0;0-O;2;1;1;0;0-8.5,0.0006218943734623366
C;4;3;0;0;0-C;4;3;0;0;1-5.5,0.0006208306991730951
C;4;3;0;0;0-C;4;2;1;1;1-6.5,0.000615151010725441
C;4;3;0;1;1-C;4;3;0;1;1-10.0,0.0006137779305702214
C;4;2;1;1;1-C;4;2;1;1;1-4.5,0.0006135706134259557
C;4;2;1;1;1-C;4;2;2;0;1-9.5,0.000613124659115109
N;3;2;1;0;0-C;4;3;0;0;1-5.5,0.0006126980382657729
C;4;2;2;0;0-O;2;1;0;0;0-6.5,0.0006096027549721993
O;2;1;0;0;0-O;2;1;0;0;0-7.5,0.000609090137023962
C;4;2;2;0;0-S;6;4;0;0;0-10.0,0.0006090357313091783
C;4;2;2;0;0-C;4;1;3;0;0-6.5,0.0006048979183231728
C;4;3;1;0;0-C;4;3;1;0;0-10.0,0.0006036543679734348
N;3;2;1;0;0-C;4;2;2;0;0-7.5,0.0006020797138849434
C;4;2;2;0;0-C;4;1;3;0;0-9.5,0.0006018815855291442
N;3;2;1;0;0-C;4;2;2;0;0-6.5,0.0006017942095102234
C;4;2;2;0;0-N;3;2;1;0;0-10.0,0.0006004786365187676
N;3;2;1;0;0-C;4;2;2;0;0-10.0,0.0005986249753791743
C;4;3;0;1;1-C;4;2;1;1;1-9.5,0.0005965834384605932
C;4;1;3;0;0-C;4;2;2;0;0-8.5,0.000596457420785977
C;5;3;0;0;0-C;4;3;0;1;1-7.5,0.0005926142965712647
C;4;2;2;0;0-O;2;1;0;0;0-8.5,0.0005925130131246438
C;4;2;2;0;0-S;6;4;0;0;0-7.5,0.0005906486180997462
N;3;2;1;0;0-O;2;1;1;0;0-8.5,0.0005895916900549846
C;4;3;0;0;0-O;2;1;0;0;0-8.5,0.0005893329458724398
C;4;3;1;0;0-O;2;1;1;0;0-7.5,0.0005889866838096707
C;4;1;3;0;0-N;3;2;1;0;0-8.5,0.0005888546510464067
C;4;2;2;0;0-O;2;1;0;0;0-7.5,0.0005883011678742366
C;4;3;0;0;0-O;2;1;1;0;0-9.5,0.0005881411904340351
C;4;2;2;0;0-C;4;2;2;0;1-10.0,0.0005834982605666533
C;4;1;3;0;0-C;4;3;0;0;1-9.5,0.000576624828490567
O;2;1;0;0;0-C;4;2;2;0;1-8.5,0.0005756992797750573
C;4;3;1;0;0-N;3;2;1;0;0-9.5,0.0005742574107193627
C;4;2;2;0;0-O;2;1;1;0;0-9.5,0.0005734938993879491
C;5;3;0;0;0-C;4;3;0;1;1-8.5,0.0005725116824416316
N;3;2;1;0;0-C;4;3;0;0;1-10.0,0.0005723294393099885
C;4;2;1;1;1-O;2;1;0;0;0-10.0,0.0005721799197362057
C;4;2;1;1;1-O;2;1;0;0;0-8.5,0.0005693337006413773
C;4;2;2;0;1-N;3;3;0;0;0-8.5,0.0005668701957368214
O;2;1;0;0;0-C;4;3;1;0;1-6.5,0.0005658201480396408
O;2;1;0;0;0-O;2;1;1;0;0-8.5,0.0005656000095809828
N;3;2;1;0;0-C;4;3;0;0;1-8.5,0.0005655807801037675
N;3;2;1;0;0-C;4;2;1;1;1-4.5,0.0005635165240802236
C;4;1;3;0;0-C;4;2;2;0;1-8.5,0.0005629403348498184
C;4;2;2;0;0-C;4;3;0;0;1-9.5,0.0005615951316986224
N;3;2;1;0;0-C;4;2;2;0;1-10.0,0.0005606435324519196
O;2;1;0;0;0-N;3;2;1;0;0-10.0,0.0005593135890012768
O;2;1;1;0;0-C;4;2;2;0;0-6.5,0.0005563567537549784
C;4;1;3;0;0-C;4;1;3;0;0-8.5,0.000556222789590393
C;4;2;1;1;1-C;4;3;0;0;1-6.5,0.0005539501151151799
C;4;2;1;1;1-O;2;1;0;0;0-5.5,0.0005514652978070268
C;4;3;1;0;0-C;4;2;2;0;0-7.5,0.0005512158411018963
C;4;1;3;0;0-C;4;2;2;0;0-9.5,0.000549769967878837
O;2;1;0;0;0-C;4;2;2;0;0-7.5,0.0005496434682015629
C;4;3;0;0;0-C;4;3;0;0;1-10.0,0.000549602984146148
C;4;3;1;0;0-C;4;3;1;0;1-10.0,0.0005479668386053248
N;3;2;1;0;0-C;4;1;3;0;0-10.0,0.0005477459185054688
N;3;2;1;0;0-S;6;4;0;0;0-7.5,0.0005476014619913832
C;4;2;1;1;1-C;4;3;0;0;1-5.5,0.0005468781893235518
C;4;1;3;0;0-O;2;1;0;0;0-10.0,0.0005468303134101738
O;2;1;0;0;0-C;4;1;3;0;0-10.0,0.0005459296246143355
C;4;3;0;0;0-O;2;1;0;0;0-9.5,0.0005455195696383564
C;4;2;2;0;0-O;2;1;1;0;0-7.5,0.000545238038525342
N;3;2;1;0;0-N;3;2;1;0;0-8.5,0.000545034318617872
O;2;1;0;0;0-C;4;3;0;0;1-7.5,0.0005443147686314126
C;4;2;1;1;1-C;4;2;1;1;1-5.5,0.0005421311507912659
C;4;2;2;0;0-C;4;2;2;0;0-10.0,0.0005418927167564079
C;4;3;0;0;0-C;5;3;0;0;0-8.5,0.0005417335844514677
C;4;3;0;0;0-C;4;2;2;0;0-6.5,0.00054070766573176
O;2;1;1;0;0-C;4;3;0;0;1-9.5,0.0005406957432191668
C;4;3;0;1;1-C;4;2;2;0;1-9.5,0.0005403745391512548
C;4;3;1;0;0-N;3;2;1;0;1-9.5,0.0005401254727388354
O;2;1;1;0;0-C;4;2;2;0;0-9.5,0.0005398126384018
C;4;2;1;1;1-O;2;1;0;0;0-9.5,0.0005389748633332874
N;3;2;1;0;0-C;4;1;3;0;0-8.5,0.0005387016782141279
C;4;1;3;0;0-C;4;2;2;0;0-7.5,0.0005359269285942169
C;4;1;3;0;0-N;3;2;1;0;0-9.5,0.0005329194007958689
N;3;2;1;0;0-O;2;1;0;0;0-6.5,0.0005311742211136027
C;4;3;0;0;0-C;4;1;3;0;0-9.5,0.0005310385899008018
O;2;1;0;0;0-C;4;2;2;0;0-3.5,0.0005302793894218403
C;4;2;2;0;0-C;4;3;1;0;1-7.5,0.0005295816142029796
C;4;1;3;0;0-C;4;2;2;0;1-6.5,0.0005288838803340614
C;4;3;0;0;0-S;6;4;0;0;0-5.5,0.000528324425706457
C;4;3;1;0;0-S;6;4;0;0;0-6.5,0.0005263678177516532
C;4;2;1;1;1-O;2;1;0;0;0-6.5,0.0005262413753190621
C;4;3;1;0;0-C;4;3;1;0;1-9.5,0.0005247039383152023
C;5;3;0;0;0-O;2;1;1;0;0-6.5,0.0005237893181550229
C;4;1;3;0;0-S;6;4;0;0;0-10.0,0.0005218362274040042
O;2;1;0;0;0-C;4;2;2;0;0-6.5,0.0005215486542244097
C;4;2;1;1;1-C;4;2;2;0;1-7.5,0.0005214071823530389
SlogP_VSA10,0.0005210262097905935
C;4;3;0;0;0-C;5;3;0;0;0-9.5,0.0005204464746130876
C;5;3;0;0;0-C;4;2;2;0;0-4.5,0.0005201200196582721
C;4;1;3;0;0-C;4;3;0;0;1-4.5,0.0005195416191533606
O;2;1;0;0;0-O;2;1;0;0;0-6.5,0.0005189342394203658
N;3;2;1;1;1-O;2;1;0;0;0-5.5,0.0005183280187599774
O;2;1;1;0;0-O;2;1;0;0;0-7.5,0.0005175697051361606
C;4;3;0;1;1-C;4;3;1;0;1-7.5,0.0005171321704059775
O;2;1;0;0;0-C;4;3;0;0;1-6.5,0.0005168878027304049
C;4;1;3;0;0-C;4;2;2;0;0-10.0,0.0005168149107898532
C;4;3;0;0;0-C;4;3;1;0;1-7.5,0.0005166659136849994
C;4;3;1;0;0-S;6;4;0;0;0-9.5,0.0005166654622692119
C;4;2;1;1;1-C;4;2;2;0;1-6.5,0.0005126642294783469
N;3;2;1;1;1-C;4;3;0;1;1-7.5,0.0005121197920407538
C;4;3;0;0;0-C;4;3;1;0;1-8.5,0.0005116926438805546
C;4;3;0;1;1-C;4;3;0;1;1-7.5,0.0005112584269309942
O;2;1;0;0;0-C;4;2;2;0;1-10.0,0.0005094045299634375
C;5;3;0;0;0-C;4;3;1;0;0-4.5,0.0005089339357751894
C;4;2;2;0;0-N;4;1;3;0;0-8.5,0.0005084885321397677
C;4;3;0;0;0-C;4;3;1;0;0-10.0,0.0005078636172977537
C;4;2;2;0;0-C;4;3;0;0;1-5.5,0.0005077222993053501
C;4;3;1;0;0-O;2;1;0;0;0-6.5,0.0005074711893060187
O;2;1;1;0;0-C;4;3;1;0;0-9.5,0.0005074658464137493
S;2;2;0;0;0-C;4;3;0;0;1-6.5,0.0005051718200304895
C;4;3;0;1;1-C;4;2;1;1;1-5.5,0.0005039909480120634
C;4;3;0;0;0-C;4;3;0;0;1-7.5,0.0005035447020793894
C;4;2;1;1;1-O;2;1;0;0;0-7.5,0.0005032511809969476
C;4;2;1;1;1-C;4;3;1;0;1-6.5,0.000503027406782164
N;3;2;1;0;0-C;4;3;0;1;1-4.5,0.000502911381295479
N;3;2;1;0;0-C;4;3;1;0;0-9.5,0.0005013447640463864
O;2;1;0;0;0-O;2;1;1;0;0-10.0,0.000501205664768392
C;4;3;0;0;0-C;4;3;1;0;0-7.5,0.0005003443584834383
C;4;2;2;0;0-O;2;1;1;0;0-6.5,0.0004996712021145785
EState_VSA11,0.0004992567186216967
C;4;3;1;0;0-C;4;1;3;0;0-6.5,0.0004991301315211987
O;2;1;0;0;0-O;2;1;1;0;0-7.5,0.000499022310993791
C;4;1;3;0;0-O;2;1;0;0;0-8.5,0.000498918338725422
C;4;2;1;1;1-C;4;2;2;0;0-5.5,0.0004987793017787145
C;4;3;0;0;0-O;2;1;1;0;0-7.5,0.0004976132253444732
C;4;2;2;0;1-C;4;2;1;1;1-10.0,0.0004974770230901674
C;4;2;1;1;1-C;4;3;1;0;1-8.5,0.0004961798491613003
C;4;2;2;0;0-P;7;4;0;0;0-9.5,0.0004946763908590807
C;4;2;2;0;0-N;3;2;1;0;0-6.5,0.0004942667210198245
