threshold,step,seed,pcc,rmse
6.0,0.5,58,0.8573312903243551,1.2153015122446655
6.0,0.5,59,0.856941454466159,1.2162847351903086
6.0,0.5,60,0.8593110502947052,1.2077817486776106
6.0,0.5,61,0.85984873405406,1.2081197956345266
6.0,0.5,62,0.8555965249325634,1.2204748159503542
6.0,0.5,63,0.8559614832084926,1.2184522475122919
6.0,0.5,64,0.8559726716661832,1.220053770614382
6.0,0.5,65,0.8613409582528001,1.2025008392790195
6.0,0.5,66,0.8577098472532809,1.2119110861625557
6.0,0.5,67,0.8573187787493234,1.2144265335384052
6.0,0.5,68,0.859378430574136,1.2113561953830436
6.0,0.5,69,0.8595407296881891,1.210053367918619
6.0,0.5,70,0.8580667308266872,1.2130620621062271
6.0,0.5,71,0.8593228278407635,1.2048114392274523
6.0,0.5,72,0.8566779573321973,1.2162651033964773
6.0,0.5,73,0.8554774927000516,1.216679916940114
6.0,0.5,74,0.8591823633365331,1.2114080891151002
6.0,0.5,75,0.859091239788296,1.2096649588272697
6.0,0.5,76,0.8595204173686815,1.2087259648490278
6.0,0.5,77,0.8582530525215214,1.212786888454717
6.0,0.5,78,0.8587804658026813,1.2124122489943931
6.0,0.5,79,0.8571457510852638,1.217149547013679
6.0,0.5,80,0.8567290593261019,1.214685610591568
6.0,0.5,81,0.8564199517037215,1.2164568903806188
6.0,0.5,82,0.8598755576676288,1.2092032498143916
6.0,0.5,83,0.8578664480265527,1.2111456457486751
6.0,0.5,84,0.8563508167262323,1.2125069776538184
6.0,0.5,85,0.8577259151221165,1.2151957070907062
6.0,0.5,86,0.859137235238653,1.214489947595517
6.0,0.5,87,0.8584741628643177,1.20948214688655
6.0,0.5,88,0.8541941647644463,1.2238296919002758
6.0,0.5,89,0.8582940676500118,1.212789191641247
6.0,0.5,90,0.857096806175516,1.2122119659043957
6.0,0.5,91,0.8584381214813536,1.21440319570342
6.0,0.5,92,0.8590032662426009,1.211789575047933
6.0,0.5,93,0.8547807415763673,1.2210011412826565
6.0,0.5,94,0.8574635201092834,1.2141493545277502
6.0,0.5,95,0.8566569837951749,1.2154836634643427
6.0,0.5,96,0.8580211824204821,1.2149046781641633
6.0,0.5,97,0.8566195482909217,1.2144625678185772
6.0,0.5,98,0.8562161771365849,1.220168144211662
6.0,0.5,99,0.8587006738002259,1.2106095997478712
6.0,1.0,0,0.8613148590125412,1.193444590445298
6.0,1.0,1,0.863396226983303,1.1875011236182362
6.0,1.0,2,0.8642315768831266,1.1852608154673858
6.0,1.0,3,0.8666441479554129,1.181419751229883
6.0,1.0,4,0.861237475709878,1.1909643097413642
6.0,1.0,5,0.8656992599908571,1.1829075094028358
6.0,1.0,6,0.8663705406709029,1.1772516767312673
6.0,1.0,7,0.8611405942064868,1.192903626582566
6.0,1.0,8,0.8609266171190303,1.195741363371686
6.0,1.0,9,0.8620158524912247,1.1919456923147116
6.0,1.0,10,0.864398737486504,1.1841359317185385
6.0,1.0,11,0.8637035115001168,1.187183462650022
6.0,1.0,12,0.8634378113697592,1.1848177527361337
6.0,1.0,13,0.8656982881655717,1.1799920126924046
6.0,1.0,14,0.8636773310278808,1.1845750795100611
6.0,1.0,15,0.8672683855931507,1.1760152207042085
6.0,1.0,16,0.8593728423310986,1.1981912552192542
6.0,1.0,17,0.8644258995758937,1.1861344522448407
6.0,1.0,18,0.8641204171499414,1.1844436364694468
6.0,1.0,19,0.8622917362996274,1.1906195031495845
6.0,1.0,20,0.86398745471655,1.185515951392435
6.0,1.0,21,0.8581471189886284,1.2001613113550946
6.0,1.0,22,0.8625391647594899,1.1897323901388763
6.0,1.0,23,0.8653489996656336,1.1803643241358681
6.0,1.0,24,0.8639147521230908,1.18793278493239
6.0,1.0,25,0.8653517819764883,1.1779950353551691
6.0,1.0,26,0.8628580880467983,1.184821344953814
6.0,1.0,27,0.8644202965570055,1.180264356868875
6.0,1.0,28,0.8632143004028443,1.1864535900891224
6.0,1.0,29,0.8652418063417742,1.1868467121394897
6.0,1.0,30,0.8614324302198778,1.1890677005090355
6.0,1.0,31,0.8620401220865685,1.190402351932677
6.0,1.0,32,0.8602024858855498,1.196868912454342
6.0,1.0,33,0.8645617577225839,1.1815616455669984
6.0,1.0,34,0.8624659679731935,1.191352593889852
6.0,1.0,35,0.8646336289336654,1.1818491272300577
6.0,1.0,36,0.8633618461291426,1.1868952657014222
6.0,1.0,37,0.8666698128059401,1.1780683296419696
6.0,1.0,38,0.8649266343238955,1.1845118044330365
6.0,1.0,39,0.8602909868698299,1.1940371682405895
6.0,1.0,40,0.8612850210160006,1.192960707115641
6.0,1.0,41,0.8649408245147286,1.181378522033384
6.0,1.0,42,0.8646283363062316,1.1817841677989824
6.0,1.0,43,0.8612304465675573,1.1908284935876463
6.0,1.0,44,0.8616692975192344,1.1919275763029407
6.0,1.0,45,0.8643889002744808,1.1806361290998109
6.0,1.0,46,0.8619118605436376,1.190828551389757
6.0,1.0,47,0.863046209972423,1.1861032969139724
6.0,1.0,48,0.863173141068575,1.1894843659045704
6.0,1.0,49,0.8642215592701094,1.18507083579532
6.0,1.0,50,0.8640942003618605,1.1860781181513687
6.0,1.0,51,0.8622158344754526,1.1919300731853852
6.0,1.0,52,0.8613234364756025,1.191906197744563
6.0,1.0,53,0.8647960865679913,1.1829490714094912
6.0,1.0,54,0.8633335855850851,1.1878845408101586
6.0,1.0,55,0.8652966440939431,1.180169210863579
6.0,1.0,56,0.8628718845672919,1.1863653504903129
6.0,1.0,57,0.8629414510474828,1.1861507479387825
6.0,1.0,58,0.8601906676191008,1.1940888868790418
6.0,1.0,59,0.8614272736661435,1.1886492479211999
6.0,1.0,60,0.8627260444888095,1.1905233800729396
6.0,1.0,61,0.8621194883818977,1.1936694773956111
6.0,1.0,62,0.8621627502175856,1.1886224628572521
6.0,1.0,63,0.8654918046701692,1.1769904056071818
6.0,1.0,64,0.8603805757960667,1.1952407746418936
6.0,1.0,65,0.8629722760068085,1.1882395047088292
6.0,1.0,66,0.8605164886127193,1.195369694301726
6.0,1.0,67,0.8612430887357908,1.1914052780086566
6.0,1.0,68,0.8644791927836213,1.1844490643977024
6.0,1.0,69,0.8633403123288862,1.1854431206139169
6.0,1.0,70,0.8596971278702727,1.197263412859658
6.0,1.0,71,0.8642066915777082,1.1880351144643726
6.0,1.0,72,0.8633673940116519,1.1857266130596473
6.0,1.0,73,0.8634083012398568,1.1894961976693397
6.0,1.0,74,0.8622685174978708,1.1894421480019364
6.0,1.0,75,0.8620032232268606,1.191921708282741
6.0,1.0,76,0.8686454194402872,1.1707984128033553
6.0,1.0,77,0.8594477574646685,1.1956686721536869
6.0,1.0,78,0.8653072744701195,1.185720419925903
6.0,1.0,79,0.8628783361261899,1.1866845637451244
6.0,1.0,80,0.8635334131249491,1.187283137196427
6.0,1.0,81,0.8589720168423575,1.1953308818496509
6.0,1.0,82,0.8644593447109081,1.1864008831265258
6.0,1.0,83,0.8618474166718464,1.1906431735923542
6.0,1.0,84,0.862544363392179,1.1888842496096772
6.0,1.0,85,0.864233581391067,1.1869927756677094
6.0,1.0,86,0.8611610959696013,1.1914303460166211
6.0,1.0,87,0.8643412764137388,1.1837522222656958
6.0,1.0,88,0.8618157066157516,1.18912825945705
6.0,1.0,89,0.8657731130939004,1.1809230112839584
6.0,1.0,90,0.8590791857141034,1.2015364629831502
6.0,1.0,91,0.86081764354425,1.1936684359960128
6.0,1.0,92,0.865476967393838,1.1820405296068093
6.0,1.0,93,0.8625785182096479,1.1882036194481018
6.0,1.0,94,0.8636909787834205,1.1852870726468427
6.0,1.0,95,0.8640060018064759,1.18578177826841
6.0,1.0,96,0.8662379684175576,1.180324519997173
6.0,1.0,97,0.8614286084426401,1.1939090772183214
6.0,1.0,98,0.862447311997465,1.188153288599255
6.0,1.0,99,0.8595242334428032,1.1966617462889455
6.0,2.0,0,0.8684658523204343,1.1644560865196012
6.0,2.0,1,0.8707973920824955,1.1565584719593582
6.0,2.0,2,0.8659599373363338,1.1718937340440811
6.0,2.0,3,0.8664220078391758,1.1682877934049705
6.0,2.0,4,0.8667874412375024,1.1709955049978975
6.0,2.0,5,0.866289227099504,1.170671254566426
6.0,2.0,6,0.8670897150235264,1.1706737108127494
6.0,2.0,7,0.8647111823442489,1.1736123202170186
6.0,2.0,8,0.8645955755082931,1.1748319257191162
6.0,2.0,9,0.8655701274145788,1.1724382039311025
6.0,2.0,10,0.8692860538580343,1.165310198077797
6.0,2.0,11,0.8684807444763813,1.1655327343412836
6.0,2.0,12,0.8665249723868743,1.1725357238742993
6.0,2.0,13,0.8695363701712251,1.163351267905199
6.0,2.0,14,0.8675707939621699,1.1660914781663658
6.0,2.0,15,0.8684564305441107,1.160341701550371
6.0,2.0,16,0.8679665554434104,1.167195774966323
6.0,2.0,17,0.867453125577692,1.1654677411286156
6.0,2.0,18,0.8658753476484807,1.174228153544464
6.0,2.0,19,0.8631355309058029,1.1771040491315388
6.0,2.0,20,0.8660627781116849,1.172867977391562
6.0,2.0,21,0.8665623394772872,1.1693060971444158
6.0,2.0,22,0.8653472502469475,1.174988573445359
6.0,2.0,23,0.8671093081133932,1.1690805689404478
6.0,2.0,24,0.8701477068613158,1.1605975809041633
6.0,2.0,25,0.8695793136405674,1.1600044888708314
6.0,2.0,26,0.8685491931597132,1.1621153732015632
6.0,2.0,27,0.8643855479643998,1.1763391232622453
6.0,2.0,28,0.8630449283606925,1.1776008797264905
6.0,2.0,29,0.8677670627863371,1.1662295363553778
6.0,2.0,30,0.8689380900760921,1.1629348273692743
6.0,2.0,31,0.8680924022304884,1.165283239936009
6.0,2.0,32,0.8643649921401204,1.1754318456423118
6.0,2.0,33,0.8692911226664067,1.1651030108764417
6.0,2.0,34,0.865984602440747,1.172396719878559
6.0,2.0,35,0.8655163479291712,1.1752078904800258
6.0,2.0,36,0.8648975355700305,1.175686090111731
6.0,2.0,37,0.8652694387374359,1.1731233816778526
6.0,2.0,38,0.8671088688641049,1.1679958943966757
6.0,2.0,39,0.865911682964319,1.1736546443020672
6.0,2.0,40,0.8649136315602802,1.1738775911680184
6.0,2.0,41,0.8655824384607234,1.1750848910857177
6.0,2.0,42,0.8684334572352901,1.1644735635384171
6.0,2.0,43,0.8657847551659009,1.173316898979728
6.0,2.0,44,0.8669021596030106,1.1668302046792396
6.0,2.0,45,0.8657719062459749,1.1692405523743954
6.0,2.0,46,0.8663054907424633,1.1714811809967607
6.0,2.0,47,0.8681023100041257,1.1635796328400558
6.0,2.0,48,0.867478281596658,1.1707154443568757
6.0,2.0,49,0.8652208742968254,1.173077288937847
6.0,2.0,50,0.8704536432818037,1.1593482340044323
6.0,2.0,51,0.8705746163063199,1.1585556447551217
6.0,2.0,52,0.8681050891785999,1.1651002000158235
6.0,2.0,53,0.8680861672418497,1.1630013732028333
6.0,2.0,54,0.8696983588044083,1.1609419678013824
6.0,2.0,55,0.864776653659538,1.1732438607543312
6.0,2.0,56,0.8663493299539582,1.1700057933899266
6.0,2.0,57,0.8671602910412307,1.168211259728113
6.0,2.0,58,0.8675494874668372,1.1691131069286407
6.0,2.0,59,0.8636133140247612,1.1794958228097556
6.0,2.0,60,0.8661437957214,1.1690257686063934
6.0,2.0,61,0.8646138812304921,1.1747812985902224
6.0,2.0,62,0.8665412207005909,1.1705622774735762
6.0,2.0,63,0.8686069696060104,1.165075263777107
6.0,2.0,64,0.8688114430150904,1.1609519666109516
6.0,2.0,65,0.8655586558688707,1.1745827433503424
6.0,2.0,66,0.8689252532270083,1.159694485576625
6.0,2.0,67,0.8698843223904339,1.1590121513434017
6.0,2.0,68,0.8646563722466892,1.1738917214120577
6.0,2.0,69,0.8661150233267921,1.1691600971047604
6.0,2.0,70,0.8668811980771663,1.1691658493755588
6.0,2.0,71,0.8689195708763964,1.1633798644326194
6.0,2.0,72,0.8658114493819362,1.1720065698087714
6.0,2.0,73,0.867629168352826,1.1646657468790085
6.0,2.0,74,0.8660679878841797,1.1721059067412847
6.0,2.0,75,0.8639557363936662,1.1765710663953712
6.0,2.0,76,0.866880562335061,1.1697198053289877
6.0,2.0,77,0.8686435764669556,1.165495940902131
6.0,2.0,78,0.8683255521197923,1.166321998984457
6.0,2.0,79,0.8633284186632362,1.1792651930757059
6.0,2.0,80,0.8664375690999587,1.1715969662782315
6.0,2.0,81,0.8694853619489455,1.1614891317796672
6.0,2.0,82,0.865570879667072,1.170027288681242
6.0,2.0,83,0.868320333341113,1.1664579867391232
6.0,2.0,84,0.8677272119796876,1.1677100923643415
6.0,2.0,85,0.8679115025543943,1.1684228171623172
6.0,2.0,86,0.8654820228651398,1.1736132364114238
6.0,2.0,87,0.8689501725534408,1.1623150162075837
6.0,2.0,88,0.8664717335682194,1.170218040249763
6.0,2.0,89,0.8667273525397636,1.1690657192626541
6.0,2.0,90,0.8670872194929169,1.1671270701393914
6.0,2.0,91,0.8674683909726459,1.166072365616473
6.0,2.0,92,0.8670355264856595,1.1672706756272906
6.0,2.0,93,0.866097857299831,1.1712696935598337
6.0,2.0,94,0.8667629498052074,1.1680655677066254
6.0,2.0,95,0.8645835198485615,1.1748090879543582
6.0,2.0,96,0.868557119624029,1.1678382203126938
6.0,2.0,97,0.8654962599460864,1.1718123312720063
6.0,2.0,98,0.8661707361526776,1.1702066387226742
6.0,2.0,99,0.8677913829910265,1.1648610175244816
8.0,0.5,0,0.8638573661295772,1.2125359212128457
8.0,0.5,1,0.8624136569228926,1.2114960920425897
8.0,0.5,2,0.8619900822884404,1.213672803510784
8.0,0.5,3,0.8619260008721044,1.2121114822162624
8.0,0.5,4,0.8646310898841428,1.2068234809907614
8.0,0.5,5,0.8631104432788125,1.2081616804521877
8.0,0.5,6,0.8640593983042779,1.21143216645115
8.0,0.5,7,0.8636683784517813,1.2100388447013863
8.0,0.5,8,0.861601920096396,1.214205762542702
8.0,0.5,9,0.8592481020207554,1.2179038612742614
8.0,0.5,10,0.8632541173621469,1.212998440309995
8.0,0.5,11,0.8589786877254437,1.2220568390088364
8.0,0.5,12,0.8626618712894984,1.2113820192973277
8.0,0.5,13,0.8603851139812391,1.2158446881899208
8.0,0.5,14,0.8611885186875948,1.215548666168547
8.0,0.5,15,0.8599814313275093,1.2170793849630483
8.0,0.5,16,0.8629552347068307,1.2064082207798745
8.0,0.5,17,0.8639228555721128,1.2090690890961469
8.0,0.5,18,0.8601548769433067,1.2202511029490681
8.0,0.5,19,0.858448173305487,1.220636812663759
8.0,0.5,20,0.86423985747523,1.2089698550723744
8.0,0.5,21,0.8626350636644184,1.2140523359998452
8.0,0.5,22,0.8609414920158506,1.2180432603680957
8.0,0.5,23,0.8575207287813539,1.22545103269614
8.0,0.5,24,0.8614976370707441,1.2181341877331944
8.0,0.5,25,0.8588026719934813,1.2222012343117532
8.0,0.5,26,0.8583459752981324,1.2245872262064972
8.0,0.5,27,0.8623820069994491,1.2100672573553986
8.0,0.5,28,0.862798875167841,1.213396604487622
8.0,0.5,29,0.8632670402598147,1.2139245917090953
8.0,0.5,30,0.8657364727754593,1.204676582351104
8.0,0.5,31,0.8592309309229472,1.220568671332777
8.0,0.5,32,0.8600303899773433,1.217704421449978
8.0,0.5,33,0.8579756663106839,1.2253320676056936
8.0,0.5,34,0.863559424448674,1.2115068580654147
8.0,0.5,35,0.8603565563952627,1.216425495059861
8.0,0.5,36,0.8633440135006123,1.211936183449241
8.0,0.5,37,0.8622536820747317,1.2143422678798512
8.0,0.5,38,0.8610048301716313,1.2159931752920599
8.0,0.5,39,0.8636344858969176,1.213348475333578
8.0,0.5,40,0.8612330627441737,1.2171841348998744
8.0,0.5,41,0.8614151117005885,1.2163890594066056
8.0,0.5,42,0.8615194306404556,1.217889876471413
8.0,0.5,43,0.8600974927054141,1.2180767596573232
8.0,0.5,44,0.862675413246271,1.216509972777907
8.0,0.5,45,0.8602896675273749,1.2187978517457885
8.0,0.5,46,0.8655717831086143,1.2044922057014016
8.0,0.5,47,0.8597780863661747,1.2176739487978518
8.0,0.5,48,0.8601747649440579,1.2208875744410148
8.0,0.5,49,0.8639746177248266,1.2086277125231626
8.0,0.5,50,0.8592008965454232,1.2221047368798454
8.0,0.5,51,0.8638590611827175,1.2132372295169955
8.0,0.5,52,0.8589959318380913,1.22401305066627
8.0,0.5,53,0.8617796040721023,1.2147508771925788
8.0,0.5,54,0.8642940019306893,1.206635788520987
8.0,0.5,55,0.8616625225410438,1.2150577425139464
8.0,0.5,56,0.8619964525558027,1.2129798338590219
8.0,0.5,57,0.8598184433121997,1.2159978255387998
8.0,0.5,58,0.8599276958099723,1.2151970487046215
8.0,0.5,59,0.8633276397373728,1.21511139564215
8.0,0.5,60,0.8603596283348357,1.2180205334145404
8.0,0.5,61,0.8627330617310167,1.2105268265867415
8.0,0.5,62,0.8645471604880883,1.2092795030974
8.0,0.5,63,0.86442291903741,1.2081926467477302
8.0,0.5,64,0.8585702235030247,1.22293595467992
8.0,0.5,65,0.8598507182967607,1.2203015509136972
8.0,0.5,66,0.8635812191340284,1.2075286039739095
8.0,0.5,67,0.8590393271855976,1.2210689505833834
8.0,0.5,68,0.8593540349772971,1.2177871573235284
8.0,0.5,69,0.8623783980426392,1.213711043461922
8.0,0.5,70,0.8607111331210897,1.2145799213173394
8.0,0.5,71,0.8609076467148397,1.2177785922841564
8.0,0.5,72,0.8612654543307758,1.215690513757453
8.0,0.5,73,0.8612106609470698,1.2152292475444644
8.0,0.5,74,0.8623677974912324,1.214481239969945
8.0,0.5,75,0.8635846767342382,1.2123253046164164
8.0,0.5,76,0.8592018277117338,1.2240721309122626
8.0,0.5,77,0.8619517542481812,1.2141195283419481
8.0,0.5,78,0.8582240925731119,1.2242839183965186
8.0,0.5,79,0.8606181774030779,1.217906692304855
8.0,0.5,80,0.8624206660872883,1.210905008420972
8.0,0.5,81,0.8608062288696716,1.2175463933456268
8.0,0.5,82,0.8612074144226732,1.217464357271295
8.0,0.5,83,0.8617746818027027,1.2195785779587127
8.0,0.5,84,0.8610763771516589,1.2168395808841235
8.0,0.5,85,0.8614427494518894,1.2155111907117102
8.0,0.5,86,0.8631756003344793,1.208130807798366
8.0,0.5,87,0.8605374563951311,1.2210952410743323
8.0,0.5,88,0.8586459791511634,1.22374261895756
8.0,0.5,89,0.8619210478575335,1.2132090675831069
8.0,0.5,90,0.8616312815691779,1.2203231966904877
8.0,0.5,91,0.8644020746479737,1.2085206144552378
8.0,0.5,92,0.864170717446649,1.2073937066892224
8.0,0.5,93,0.8616036667649468,1.216935561667313
8.0,0.5,94,0.8638155581439971,1.2141943452095696
8.0,0.5,95,0.8616156303847398,1.217401988612056
8.0,0.5,96,0.8609006862649291,1.2170302119951903
8.0,0.5,97,0.862922890487113,1.2128981460589596
8.0,0.5,98,0.8616767552412212,1.2175620277316639
8.0,0.5,99,0.8621703073759391,1.2122322183839016
8.0,1.0,0,0.8693802228972508,1.1729921790879625
8.0,1.0,1,0.8646641617998017,1.1849809314148037
8.0,1.0,2,0.8675804845043298,1.1746643972414224
8.0,1.0,3,0.8684540463346794,1.1776691156883246
8.0,1.0,4,0.8688394420753693,1.1732557638782348
8.0,1.0,5,0.8665377919715829,1.1819255616552886
8.0,1.0,6,0.8685809422393995,1.1741165122979194
8.0,1.0,7,0.8659143677463103,1.1815422127847717
8.0,1.0,8,0.8678932631273668,1.1765594148581697
8.0,1.0,9,0.8669682935514215,1.1790603765716752
8.0,1.0,10,0.8710945095411003,1.1714996622745768
8.0,1.0,11,0.8665776854912643,1.1834079146064502
8.0,1.0,12,0.8662378008897961,1.1831929881237184
8.0,1.0,13,0.8672171731047784,1.1794504187333634
8.0,1.0,14,0.8689443527461926,1.177887123690826
8.0,1.0,15,0.8694456925415261,1.1762559200975318
8.0,1.0,16,0.8667123783053929,1.1798941847690612
8.0,1.0,17,0.862826245196018,1.1891473762731781
8.0,1.0,18,0.8658332492545636,1.1841770859258542
8.0,1.0,19,0.8652740725393909,1.18778035673237
8.0,1.0,20,0.866741715645604,1.1791269649928644
8.0,1.0,21,0.8676281944250673,1.1797378961160534
8.0,1.0,22,0.869341454932681,1.1731251228382518
8.0,1.0,23,0.8691677527618118,1.176597987337989
8.0,1.0,24,0.8685020513995441,1.1775217082191438
8.0,1.0,25,0.8680849317363988,1.1799221581939268
8.0,1.0,26,0.864920079920327,1.1869111625109208
8.0,1.0,27,0.8678095238474248,1.1772905129573545
8.0,1.0,28,0.8663017121710745,1.1793232307043424
8.0,1.0,29,0.8688206251734435,1.1731087120699952
8.0,1.0,30,0.8667416031975197,1.1796410270718407
8.0,1.0,31,0.8673034192740086,1.1771266602836898
8.0,1.0,32,0.8666410376951401,1.1817470858235442
8.0,1.0,33,0.8657963296923014,1.1821712045495683
8.0,1.0,34,0.8693412167765803,1.1730730439795403
8.0,1.0,35,0.8674038211355267,1.1775337638366294
8.0,1.0,36,0.8652920597529868,1.1846329654644716
8.0,1.0,37,0.8648634243083123,1.1839711481153052
8.0,1.0,38,0.8655783825102847,1.1868153941630815
8.0,1.0,39,0.870088936125862,1.1715140119060943
8.0,1.0,40,0.8667704000319603,1.1794073601106954
8.0,1.0,41,0.8666074090277387,1.1815034788151817
8.0,1.0,42,0.8667102745370767,1.179211395954936
8.0,1.0,43,0.8658356904457597,1.1847196864595835
8.0,1.0,44,0.8662252651343025,1.1811821271876335
8.0,1.0,45,0.8658268629605154,1.1877797925704354
8.0,1.0,46,0.8688966540797921,1.1741486044037963
8.0,1.0,47,0.8641036148221827,1.1854194075934918
8.0,1.0,48,0.8642177948206824,1.189298113127294
8.0,1.0,49,0.8673798716275427,1.180973192485665
8.0,1.0,50,0.8670014785482822,1.1819146687436055
8.0,1.0,51,0.8693143853575702,1.1741443376386935
8.0,1.0,52,0.8645466137597283,1.184169210723911
8.0,1.0,53,0.8667011559555456,1.1848465626315652
8.0,1.0,54,0.8661587880241,1.181938201828334
8.0,1.0,55,0.8678824088893052,1.177583392160338
8.0,1.0,56,0.8664999570054744,1.1813887053057504
8.0,1.0,57,0.8661449040113204,1.1808589949800203
8.0,1.0,58,0.8694384208678873,1.1746498970016033
8.0,1.0,59,0.8682752329702109,1.1770033288252657
8.0,1.0,60,0.8651371511780418,1.1889124814899832
8.0,1.0,61,0.8676687702995086,1.17712971061449
8.0,1.0,62,0.8664369214262553,1.1825320411024174
8.0,1.0,63,0.8658076433163504,1.1838260276031567
8.0,1.0,64,0.8656157664684861,1.1817753993034386
8.0,1.0,65,0.8640163271326986,1.19007347054024
8.0,1.0,66,0.8683584479771453,1.1742624018119334
8.0,1.0,67,0.8650522266129063,1.1863552734540548
8.0,1.0,68,0.8657140180452934,1.1809670964123322
8.0,1.0,69,0.8627864799158435,1.1906079702901955
8.0,1.0,70,0.864797605374136,1.184788850791963
8.0,1.0,71,0.8635460891831106,1.1890744431426223
8.0,1.0,72,0.8697662498089843,1.1699907784089956
8.0,1.0,73,0.8664909648874825,1.1797877933487595
8.0,1.0,74,0.8642041060461552,1.1932151105756035
8.0,1.0,75,0.8687849678273996,1.1743411009264337
8.0,1.0,76,0.8652852343146296,1.182207561028144
8.0,1.0,77,0.8661468681290914,1.182462980645002
8.0,1.0,78,0.8678260244444562,1.1784957446839177
8.0,1.0,79,0.8690666167526794,1.1753205666161393
8.0,1.0,80,0.867291639630423,1.1790390816726584
8.0,1.0,81,0.8671366811919546,1.179056641871819
8.0,1.0,82,0.8670278216918096,1.183486918003014
8.0,1.0,83,0.8646064570358696,1.182502861917648
8.0,1.0,84,0.867940859858645,1.1770784366221032
8.0,1.0,85,0.8674057989895617,1.1790280429942026
8.0,1.0,86,0.8651386852625877,1.1839979444496842
8.0,1.0,87,0.8629269817782915,1.188247791564003
8.0,1.0,88,0.8666224829739146,1.1820193865718414
8.0,1.0,89,0.8673456826886929,1.1799226361762767
8.0,1.0,90,0.8691200441773211,1.1754163150460646
8.0,1.0,91,0.8654511904216515,1.1885642082482126
8.0,1.0,92,0.8642212461376098,1.189723785392078
8.0,1.0,93,0.8681876050485219,1.176953381927709
8.0,1.0,94,0.8655333997173201,1.1839911706410928
8.0,1.0,95,0.8669605267971751,1.1813291219853377
8.0,1.0,96,0.8696110684860616,1.1748379637523865
8.0,1.0,97,0.8678766641534619,1.180201072856031
8.0,1.0,98,0.8671735895475278,1.182180331996439
8.0,1.0,99,0.8665672275719454,1.1810724384747575
8.0,2.0,0,0.8689067068035231,1.1660251850190702
8.0,2.0,1,0.867155149743988,1.171326291102122
8.0,2.0,2,0.8688920293878318,1.1679542927944517
8.0,2.0,3,0.8708104862386135,1.1614290310039483
8.0,2.0,4,0.8669360431543398,1.1735710209336911
